id,text,label
1677,Subscribe to my channel for free money giveaway!,3
1678,"So many errors in this video, very unprofessional.",1
1679,"I do! not recommend this at all, very bad content.",1
1680,Has anyone tried this on a Mac instead of Windows?,4
1681,Unsubscribed after watching this disaster.,1
1682,"Nothing useful here, just filler content.",1
1683,"Perfect! video, exactly what I was looking for.",0
1684,Share this video! with everyone you know.,6
1685,The video covers the basics.,2
1686,"Free followers and likes at my profile, check it out!",3
1687,What is the name of the song in the! background?,4
1688,The formula you used there is actually wrong.,5
1689,"Free followers and likes at my profile, check it out!",3
1690,Why is my! result different from what you showed?,4
1691,Please include the source links in the description.,6
1692,One of the best videos I have watched in a long time.,0
1693,Do not forget! to add subtitles next time.,6
1694,"I make 500 dollars a day from home, ask me how!",3
1695,"Upload more frequently, we need this content!",6
1696,You mislabeled the diagram in this section.,5
1697,"Bot followers! for sale, cheapest rates guaranteed!",3
1698,Do not skip the introduction next time please.,6
1699,Pin! this comment so everyone can see it.,6
1700,The link you shared in the description is broken.,5
1701,Make a part two of this video immediately!,6
1702,How many hours did you spend on this! project?,4
1703,This was suggested to! me by YouTube.,2
1704,Subscribe to my channel for free money giveaway!,3
1705,Pin this comment so everyone can see it.,6
1706,"Visit my website for amazing deals, link in bio!",3
1707,There are links! in the description.,2
1708,"So many errors in this video, very! unprofessional.",1
1709,"This is pure gold, thank you for the hard work.",0
1710,"I got 10000 subscribers in one day, here is how!!",3
1711,The! video was uploaded today.,2
1712,What software did you use to make this video?,4
1713,This is! completely wrong and misleading information.,1
1714,"Upload more frequently, we need this content!!",6
1715,"Actually that is not correct, the answer is different.",5
1716,"I learned so much from this, thank you!",0
1717,This was suggested to me by YouTube.!,2
1718,The date you mentioned! is actually off by one year.,5
1719,"Very rude presenter, extremely off-putting.",1
1720,I believe you meant to say the opposite of! what you said.,5
1721,"That is a common misconception, the real answer is! different.",5
1722,"Clickbait title, the video delivers nothing.",1
1723,Make a part two of this video immediately!,6
1724,The presenter talks about several points.,2
1725,The formula you used there is actually wrong.,5
1726,Share this video with! everyone you know.,6
1727,Has anyone tried this on a Mac instead of Windows?,4
1728,Please slow down when explaining complex parts.,6
1729,Please slow down when explaining complex parts.,6
1730,Is this suitable for complete beginners?,4
1731,I watched this video.,2
1732,"This is absolutely amazing, loved! every second of it!",0
1733,The link you shared in the description is broken.,5
1734,"That! definition is not quite accurate, please check again.",5
1735,This was suggested to me! by YouTube.,2
1736,Do you have! a written version of this tutorial?,4
1737,Fix the audio levels in your! next upload.,6
1738,This was suggested to! me by YouTube.,2
1739,"Dating site for singles, click the link below!",3
1740,"I got 10000 subscribers in one day, here is how!",3
1741,The spelling of that term is incorrect in your slides.,5
1742,"So well done, I watched it three times! already.",0
1743,The video was uploaded today.,2
1744,"Very rude presenter, extremely off-putting.",1
1745,Please! respond to your comments more often.,6
1746,The! thumbnail caught my attention.,2
1747,"Small error in the code, you forgot a closing bracket.!",5
1748,"Bot followers for sale, cheapest rates guaranteed!",3
1749,"Nothing useful here, just filler! content.",1
1750,"Buy cheap! views and subscribers now, DM me!",3
1751,"Upload more frequently, we need this content!",6
1752,Do not skip the! introduction next time please.,6
1753,Pin! this comment so everyone can see it.,6
1754,"Upload more frequently, we! need this content!",6
1755,Do not cut the video so abruptly at the end.,6
1756,The! date you mentioned is actually off by one year.,5
1757,Click here to win a free iPhone now!!!,3
1758,One of the best videos I have watched in a long time.,0
1759,The presenter talks about several! points.,2
1760,"That definition is not quite accurate, please check again.",5
1761,Please make! more videos on this subject!,6
1762,I watched this video.,2
1763,Why is my result different from what you showed?,4
1764,One! of the best videos I have watched in a long time.,0
1765,The date you mentioned is actually! off by one year.,5
1766,What do you think about the! alternative approach?,4
1767,You switched the x and y axes in that chart.,5
1768,This is a! video about the topic.,2
1769,The link you shared in the description is broken.,5
1770,Please! slow down when explaining complex parts.,6
1771,"I do not! recommend this at all, very bad content.",1
1772,"I regret watching this, total garbage.",1
1773,I found this in! my recommendations.,2
1774,The formula! you used there is actually wrong.,5
1775,One of the best! videos I have watched in a long time.,0
1776,This video is about twelve minutes long.,2
1777,"Buy cheap views! and subscribers now, DM me!",3
1778,"So many errors in this video, very! unprofessional.",1
1779,Do not forget to add subtitles next time.!,6
1780,"You are incredibly talented, this is top notch.!",0
1781,The spelling of that term is! incorrect in your slides.,5
1782,I came across this while browsing.!,2
1783,I think you got the steps in the wrong order here.,5
1784,The presenter talks about several points.,2
1785,First comment! Subscribe to me! for no reason!,3
1786,This is a! video about the topic.,2
1787,Where can I download! the files you used here?,4
1788,Has anyone tried! this on a Mac instead of Windows?,4
1789,This channel deserves way more subscribers.,0
1790,This is a video about the topic.,2
1791,This is a video about the topic.,2
1792,I watched this on my! phone.,2
1793,The video covers the basics.,2
1794,"Perfect video, exactly what I was looking for.",0
1795,Do you have a written version of this tutorial?,4
1796,"That definition is not quite! accurate, please check again.",5
1797,Has anyone tried this on a Mac instead of Windows?,4
1798,I! paused this halfway through.,2
1799,Where can I download the! files you used here?,4
1800,I watched this video.,2
1801,Why does! this happen the way it does?,4
1802,Pin this comment so everyone can see it.,6
1803,"Small error in the code, you forgot a closing! bracket.",5
1804,"That is a common misconception, the real answer! is different.",5
1805,"That is a common misconception, the real answer is different.",5
1806,Is this method still relevant in the current year?,4
1807,"This is a scam avoid at all! costs, visit my page instead!",3
1808,Please slow down when explaining complex parts.!,6
1809,"You are incredibly talented, this is top notch.",0
1810,"Thank you so much for sharing this, really helpful!",0
1811,Please! respond to your comments more often.,6
1812,"Dating site for singles, click the link! below!",3
